date,comment,recomm,unrecomm,labeled
2023-12-21 10:21,재생이 되지 않아 환불하려 합니다. 결제한지 1시간도 되지 않았습니다. 환불하려 들어가니 활성화된 아이콘도 없네요. 빠른 해결(환불 조치)희망합니다.,0,0,0
2023-12-20 11:39,"재상 안됩니다, 환불 처리 어떻게 하나요?",1,0,0
2023-12-19 13:22,구매를 했는데 서비스가 원활하지 않다고 합니다. 환불해 주세요,1,0,0
2023-12-19 11:56,"재상 안됩니다, 환불 처리 어떻게 하나요?",1,0,0
2023-12-17 17:15,"모니터 2대를 연결해서 사용하고 있는데, 모니터 문제로 재생이 안된다고 함. 시리즈온.. 더 이상 접속해야 할 이유가 하나도 없어짐.",1,0,0
2023-12-17 15:42,"댓글 보니, 나만 재생이 안되는게 아니었네. 정확한 안내도 없고, 뭐하자는 건지. 참 나..",1,0,0
2023-12-15 12:17,구매를 했는데 서비스가 원활하지 않다고 합니다. 환불해 주세요.,1,0,0
2023-12-14 13:50,왜 계속 서버와 통신이 원할하지 않다고 하네요... 환불해주세요!,1,0,0
2023-12-13 9:34,더빙판이 재생이 안돼요......,1,0,0
2023-11-20 14:17,영상 상영이 안됩니다. 환불해 주세요. 고객센터가 메일로밖에 안되네요 너무 답답합니다.,1,0,0
2023-11-20 13:25,왜 계속 서버와 통신이 원할하지 않다고 하네요....결제취소도 안되고 너무 짜증납니다.,1,0,0
2023-11-05 15:15,피씨 다운로드 안 됩니다. 질문 올릴 창도 없네요.,1,0,0
2023-11-04 14:53,"12,100내고 구매했는데 아예뜨질않아요!!!!!!!!!",1,0,0
2023-11-01 22:38,"장난하나요???? 다운로드 왜 안됩니까?? 정확히 적어놨어야지...!!!! 소장인데 다운이 안되는 말도안되는 서비스, 설명제대로 써놓으세요.",1,0,0
2023-10-25 17:57,"다운로드도 안되, 스트리밍도 멈춰, 현대카드 무료도 일방적으로 없애, 화질도 떨어져, 자막도 달라, 구매지만 기간을 정해놓고 구매라고 팔어, 금액은 동종업계 최고 수준에.... 전세계 동영상 서비스 업체 중 단연 최고라고 할 수 있는 네이버 시리즈온........",1,0,0
2023-10-20 10:12,서버와 통신이 원할하지 않다고 하네요.. 계속 그렇게 나와서 못보고 있어요..ㅜ.ㅜ,2,0,0
2023-10-13 14:02,다운로드가 안되네요?? 소장인데요.,2,0,0
2023-10-07 19:56,주말저녁 모처럼 구매해서 보려는데 계속 서버가 불안정하다네요. 왜 다운기능을 없앴는지. 참 불편하네요,0,0,0
2023-10-06 18:59,소장인데 왜 다운은 안되는거죠?,0,0,0
2023-10-03 18:22,서버와 통신이 원할하지 않다고 하네요..,3,0,0
2023-09-26 21:41,솔직히 불이랑 물이랑 다으면 불이 꺼질줄 알았는데 안꺼져서 놀랐어요.,0,0,1
2023-09-26 18:26,스트리밍서비스가 자꾸 끊겨 보기가 힘든데 개선 안되나요? 비싼 돈 들여 제대로 볼 수도 없고...다운로드 왜 안되나요?,0,0,0
2023-09-26 15:49,전세계에서 가장 몰상식한 동영상 서비스 >> 네이버 시리즈 온................,1,0,0
2023-09-26 12:42,PC + 빔 연결해서 볼때 'HDCP 미지원' 메세지가 뜨면 빔에 연결된 '셋탑박스' 선을 분리하고 보시면 영상이 보입니다. 빔에 세탑박스를 바로 연결되지 않고 '리시버'를 사용할땐 리시버에 연결된 셋탑박스 선을 분리하면 됩니다. 자세한 내용은 시리즈온 고객센터 'HDCP 미지원' 검색하면 찾을 수 있습니다. 이런 문의 글이 올라오면 관계자분이 찾기 쉽게 영화 공지사항에 알려주시면 좋겠습니다.,2,0,0
2023-09-26 11:08,다운로드 내놔라다운로드 내놔라다운로드 내놔라다운로드 내놔라다운로드 내놔라다운로드 내놔라다운로드 내놔라다운로드 내놔라다운로드 내놔라,0,0,0
2023-09-25 11:29,"서버통신이 원활하지 않다고 팝업이 떠요. 어디서 다운로드 받아서 봐야하나요? 다운로드도 안되고, 어디서 봐야 하나요?",0,0,0
2023-09-23 19:43,비행기에서 다운 해서 보려고 하니깐 다운이 안되네요 ????,0,1,0
2023-09-20 14:25,더빙 안보고 자막만 보고싶은데.. 안팔리니까 다 묶어서 팔고있네요,2,0,0
2023-09-19 18:44,hdcp 미지원 뜨면 핸드폰 소프트 웨어 최신화 하시길 바랍니다,0,0,0
2023-09-16 15:35,더빙은 어떻게 보나요,0,0,0
2023-09-15 16:01,d어디서 다운받아여??,2,1,0
2023-09-15 14:48,HDCP 미지원이라고 계속 뜨는 데요.. 다른 것은 이렇지 않았는데요. 다운 받는 방법을 알려 주세요.,0,0,0
2023-09-15 10:55,빔프로젝터 구입해서 크게 보려고 했는데 이제는 아쉽지만 폰으로 작은화면으로 봐야하는건가요?가정에서 빔 사용하는곳 많을텐데 다른 대안은 없을까요?,0,0,0
2023-09-15 3:02,"한국계 이민자인 피터손 감독의 개인적인 경험이 녹아들어 있어 더 공감하며 봤던 영화. 다름은 결코 틀림이 아니라 열림으로 받아들여야 한다는 것, 그리고 엔딩 크레딧 제일 마지막에 나오는 피터손 감독 부모님 사진과 함께 나오는 헌정 감사글에 가슴이 먹먹해집니다.",1,1,1
2023-09-14 21:25,서버 통신이 월할하지 않다고 뜨고 안돼네요...,0,0,0
2023-09-14 16:38,"이미 구매했는데,,, HDCP 미지원으로 재생이 안되네요,,,,ㅎ",0,0,0
2023-09-12 16:25,??나 결제 했는데 재생이안돼닌데,0,0,0
2023-09-12 3:12,"스마트TV는 시리즈온 앱 있으면 이용할 수 있고, 아니면 크롬캐스트로 보는게 답일듯요. 이렇게는 잘 작동합니다. 그리고 더빙판은 부가영상 모음에 같이 포함되어 있어요. 참고하시길...",0,0,0
2023-09-08 15:55,재생이 안됩니다. ㅠㅠ,0,0,0
2023-09-08 14:10,빔프로젝터로 못보네요 댓글을 먼저 볼걸....;;하 ㅡㅡ,0,0,0
2023-09-08 13:15,서버 통신이 원할하지 않다고 켜지지 않습니다.,0,0,0
2023-09-07 8:46,한국말 더빙작인가요?미리보기했는데...영어로 나오네요,0,0,0
2023-09-06 23:25,왜 PC는 다운로드가 불가능한가요? ㅜㅜ 이 부분이 정말 아쉬워요 차라리 유효기간이라도 없으면 다행인데,0,0,0
2023-09-06 17:55,컴퓨터로는 구매해도 못봅니다 핸드폰으로 밖에 볼 수 없네요 사지마세요 네이버 OOO,0,0,0
2023-09-05 10:37,"진짜 네이버 시리즈온은 영화 보는것에 있어서 최악입니다. DRM인가? 그 외부송출기기로 연결 안되게 막아둬서 가족들이랑 엘리멘탈 보려고 다운 받았는데, TV로 연결하자마자 '외부송출불가' 그러면?스마트 TV를 통해서 시리즈온을 다운받으라는데, 그런 다운이 가능한 TV도 아니니, 다 같이 가족들이랑 보려면 옹기종기 모여앉아서 스마트폰 보라는 소립니다~ 너무 화가나서 고객센터에 환불을 요청하니, '전자상거래상 다운받으셔서 환불 불가' ㅋㅋㅋㅋㅋ 다운을 받아야, 영상을 재생하고, 영상을 재생해보니 송출이 안되서 못보는건데 진짜로 무슨 이런 경우가 다 있을까요....ㅎㅎ 혹시나 주말에 가족들이랑 보려고 다운받으시는 분들은, TV에 시리즈온 다운 못받는 기기면 큰화면으로 못보니까 구매하시기전에 꼭 제 글 읽어주세요!!!! 저는 그냥 길바닥에 10900원 버린셈입니다^^",20,1,0
2023-09-04 17:22,할인 이벤트 한번 더 갑시다~~ㅎㅎ,0,0,0
2023-09-04 14:51,다운받아서 빔으로 연결하려는데 송출이 안됩니다.혹시 네이버네서 막아진건지요? 볼 수가 없습니다. 확인이 필요한데 어디에 연락을 해야하는지요?,0,0,0
2023-09-03 18:37,구매했는데 재상불가로 뜨네요...ㅠ.ㅠ,0,0,0
2023-09-03 17:19,네이버 시리즈온 매월 1편 무료라고 해서 가입했더니 그냥 아에 대놓고 없애 버리네.....다운로드도 안되게 막고 .... 이런 조폭행위하는 컨텐츠 매매상은 처음.....,5,0,0
2023-09-02 15:32,쿠폰이 사용도 안되고 갑자기 사라졌어요.,0,0,0
2023-09-01 22:47,..? 샀는데 왜 바로 못보는거죠,1,0,0
2023-08-31 17:18,바로감상이 안되고 일주일후에나 볼수있다고 공지나 올리던지.... 다운결재했는데 안되니깐 오류인지 알잖아....혹시나 하고 내구매내역가니 시청가능일이 일주일후라고 나오네.... 시리즈온 근무자 일안하냐? 아님 일단 결재 많이 시키게 일주일후 시청가능 안내멘트 일부러 안넣는거냐??,2,0,0
2023-08-30 14:33,왜 미리보기는 재생이 되는데...결제후에는 재생이 안되나요? 계속 서버 통신이 원활하지 않습니다라는 문구만 뜰까요...참고로 다른영화는 결제후 재생이 됩니다.,0,0,0
2023-08-30 10:18,네이버시리즈온 정책이 바뀐걸까요? 구매를 했는데 다운이 왜 안되는걸까요?,3,0,0
2023-08-29 17:04,"해외에서 보려고 샀는데 해외스트리밍이 안 되면 어떡하라는 거죠,,,걍 소장이 아니라 스트리밍이잖아요,,이럴거면 똑바로 알려줘야죠ㅜ",3,1,0
2023-08-28 16:28,가격 뭐냐ㅎㄷㄷ 네이버 배불렀네?,0,0,0
2023-08-28 11:56,"10900원에 구입했는데, 서버 통신이 원활하지 않습니다. 페이지를 새로 고침한 후 다시 이용해 주십시오. 이 문구만 계속 뜹니다. 다른 영화는 바로 재생되는데, 왜 이것만 안 되는 걸까요?ㅠ.ㅠ",3,0,0
2023-08-28 11:00,맴버십으로 혜택받을려면 어떻게 해야합니까? 뭐야 ㅠㅠ,0,0,0
2023-08-28 8:40,다운안됩니다. 소장이라기 보다는 28년까지만 볼수 있습니다.,2,0,0
2023-08-27 23:44,제미있다.,0,0,1
2023-08-27 11:51,PC 다운로드 안되는데 이용기기에 모바일/태블릿/PC 라고 써놓으면 어떡합니까? 스트리밍/다운로드 아예 따로 맨 처음에 써놔야죠. 그리고 5년 제한은 또 뭡니까... 진짜 너무하네,4,2,0
2023-08-27 0:15,?? 다운 안되는데 왜 10900?? 개사기,0,1,0
2023-08-26 15:13,다운로드되나요,0,0,0
2023-08-26 12:29,흠.. 다운로드 안되는걸 몰랐네..ㅠㅠ,0,0,0
2023-08-26 0:31,5년이라...왜 굳이 욕을 사서 먹을까?? 답답하네,0,0,0
2023-08-25 21:47,ㅡㅡ 원활치 않다고 계속 새로고침하라는데 어떻게 하라는거예요? 환불도 안되고 ㅡㅡ;,0,2,0
2023-08-24 19:38,네이버 멤버쉽 혜택도 9월 20일까지라 이게 마지막이네요... ㅠㅜ,2,1,0
2023-08-24 17:51,왜 다운로드안돼요??,1,1,0
2023-08-24 16:33,소장인데 다운도 안 되고 5년 기간도 생기고 ㅎ... 다운이라도 풀든가 더보기 말고 대문에 써 놓든가 어이가 없네,4,2,0
2023-08-22 22:17,엉엉... 너무 좋아요,1,0,1
2023-08-21 21:35,하 웨이드 엠버 너희를 내가 너무 사랑한다,3,1,1
2023-08-21 18:36,더빙판은 부가영상에 포함되어 있어요,1,0,0
2023-08-21 4:40,점점 거지가 되어가는 네이버 이젠 무료쿠폰도 없어지네...ㅡㅡ,6,1,0
2023-08-20 12:50,"더빙판 어케 보나요, 그리고 왜 10900원인가. 8720원이라고 해서 결제한건데",3,0,0
2023-08-20 11:06,더빙은 어찌보나요?????,1,0,0
2023-08-19 20:27,이거 소장권인가요 ㅠㅠ 소장권이면 사고싶은디,2,0,0
2023-08-19 14:25,ㄹㅇㅋㅋㅋ,1,0,0
2023-08-19 0:10,너무 재밌고 감동적이네요 마지막에 울었어요 ㅠㅠ감동,2,1,1
2023-08-18 22:51,너무 재밌게 잘봤습니다 ㅠㅠ 극장판에서 봤던 그 감동 그대로네요..!,1,1,1
2023-08-18 16:38,새로고침을 했는데 재생이 안되는 이유는 뭘까요? 환불은 어떻게 하나요?,1,0,0
2023-08-17 22:32,8720원이라면서 .. 낚시해요?,19,1,0
2023-08-17 21:34,가격 올랐네…,1,1,0
2023-08-17 18:18,자막판 자막없이 영어원음으로만 감상가능할까요?,4,0,0
2023-08-17 18:18,자막판… 자막 없이 영어로만 볼수 있나요?,1,0,0
2023-08-17 13:01,누가 유튜브로 보라고 한건 대체 뭐지.. 화질 개구진데괜히 유튜브로 먼저 샀다가 돈 날렸네,5,0,0
2023-08-16 22:15,님들 시리즈온 말고 유튜브에서 사서 보세용~,3,10,0
2023-08-16 17:45,8720원은 어떻게 적용받는 건가요? 쿠폰 어디서 어떻게 받는 거죠? ㅠㅠㅠㅠ,25,0,0
2023-08-16 17:33,아...어딘 다운로드하면 소장 가능하다고 써 놓고 어딘 다운로드 불가라고 써 놓고 결제는 다했는데ㅡㅡ,15,2,0
2023-08-16 10:23,"핸드폰에서만 다운이 되고 PC에서는 HDCP 미지원으로 동영상 재생이 불가능하다고 뜨네요. 예전처럼 PC에서도 스트리밍과 다운이 모두 되게 해주세요. 예전에는 미지원 모니터라고 해도 저화질로 다운받으면 재생이 되었거든요. 최근 시리즈온에서 몬스터하우스 2, 몬스터호텔: 뒤바뀐 하우스, 써처 2 다운 받았는데 몬스터하우스 2 제외하고는 모두 PC에서 재생이 안돼요.",15,2,0
2023-08-15 23:09,사용하는 모니터의 hdcp 미지원으로 동영상 재생이 불가능하데네... 환불도 안되고 이거 뭐 사기냐???,3,1,0
2023-08-15 21:14,재생이 안 되네요..통신오류로 자꾸 새로고침하라나는 메뉴만 뜨고....,3,1,0
2023-08-15 18:59,네이버야 유튜브가 더 혜택이 좋은데?? 장난하니?기분이라도 좋게 당첨이라도 시켜줘,1,1,0
2023-08-15 18:54,재생이 왜 안돼요,2,0,0
2023-08-15 18:13,"애들 컴퓨터에 받아 뒀다가 보여주려고 했는데,퇴근해서 로그인 해줄때 까지 보지도 못하게 다운도 안되고, 실망이네 앞으로 네이버에서 컨텐츠 구매는 신중히 생각해 봐야 할 듯",5,1,0
2023-08-15 18:12,"영화관에서도 보고 집에서도 보고 싶어서 오픈 되자마자 새벽에 10900원 결제했는데 시간차 두고 당일에 8720원까지 떨어지는건 너무한거 아닌가요,,?",8,1,0
2023-08-15 18:12,"다운 안받아지는 거면 공지라도 하던가,가격은 더럽게 비싼데 서비스가 영 엉망이네",8,1,0
2023-08-15 9:23,유튜브로 사면 기간 없이 평생 소장임 네이버는 5년이고 말이 되나 같은 가격인데,11,0,0
2023-08-15 7:57,재생이… 자꾸 서버 불안정으로 꺼져요 ㅜㅜ.. 왜 그러죠?,1,0,0
2023-08-15 5:47,뒷애기가 더궁금해에에에 하.. 난 앰버가 유리공예 하는 모습도 더 보고싶단 말이야 ㅠ,9,0,1
2023-08-15 1:56,화질 참담하네 이게 만원짜리임?,4,0,0
2023-08-15 1:53,최고의 영화!!! 4번 봤습니다 ㅎㅎ 추천합니다~~~ 보다가 울컥했네요ㅠㅠ~~~~~,3,1,1
2023-08-15 0:08,데이트 장면으로 바로 넘어가서 눈물 장착하고 시작,2,0,1
2023-08-15 0:07,아니 바로구매라 해서 샀는데;; 재생안되네;;,1,0,0
2023-08-15 0:07,아니 왜 재생안되냐?,1,0,0
2023-08-12 23:56,그냥 피터 손 감독은 한국을 주제로 하면 성공한다.,4,1,1
2024-05-27 11:48,재미없으면 안보면 되는거 아님? ㅋㅋㅋ 굳이 댓글남기고 있노,2,0,1
2024-04-24 21:49,민심이 천심인거늘... 다 이유가 있는 법 민심이 다 별로라고 하네...,0,0,1
2024-03-01 23:42,바라는거 ㅈㄴ 많네 재밌기만하구만 ㅋㅋ 니들이 만들어 봐 그럼,0,2,1
2024-01-23 21:41,내영화찻을수가업네요,0,0,0
2024-01-23 0:06,다운로드해서 보는방법은여?,1,0,0
2023-10-30 20:36,왜 시리즈온은 덧글 수질이 이렇게 개판임? 덧글창 그냥 닫는게 낫지않나,0,1,0
2023-09-26 15:49,전세계에서 가장 몰상식한 동영상 서비스 >> 네이버 시리즈 온................,4,1,0
2023-08-26 20:56,싱크가 안 맞다...사람이 말하는거랑 소리가 다름...,2,1,0
2023-08-19 16:39,사운드랑 왜 이렇게 로딩 걸리는지 모르겠음,2,1,0
2023-08-18 23:59,연기가 왜 이모양임?? 오글거려서 못보겠음,2,11,1
2023-08-18 14:04,돈 아까움 3편이 제일 별로 ㅠㅠ,2,9,1
2023-08-14 18:35,계속 오류가 뜨고 못보고 있는데 왜 이런건가요,4,0,0
2023-08-13 18:48,4k 는 대체 언제 지원?,5,0,0
2023-08-13 12:22,갑자기 다운로드가 안되요. 끈기고 버그인가봐요.,3,1,0
2023-08-12 23:10,이거 사운드가 왜이래요;;;,2,1,0
2023-08-12 23:00,사운드가 진짜 모노인거 같은데.... 심각한데;;; 다운으로 바꿔야 할듯,3,1,0
2023-08-10 1:47,아무리 스트리밍만 된다고 하지만....사운드가 모노라니....,2,1,0
2023-08-05 23:26,집에서 편하게 보니까 좋아요~,1,2,1
2023-08-05 23:07,집에서보니까 재밌네요,2,2,1
2023-08-02 19:22,팔아처먹었으면 서버관리좀 똑바로해라 뭔 10분마다 무한버퍼가 처걸리냐,0,0,0
2023-07-31 13:42,재미만있구만뭘ㅋㅋ,5,4,1
2023-07-27 17:48,장이수가 캐리하는 영화,2,2,1
2023-07-23 3:15,재미 존나 없네요. 억지스러운 각본 어릴때본 심형래 우뢰메가 생각납니다. 1.2 잘나가다 나락간거/ 범죄도시도 7편인가 찍는다고 하던데 평점이 점점 낮아지네요. 내 뉘긴지 아니//,9,12,1
2023-07-22 22:31,"1탄이 제일 잼있었고, 그 다음 2탄이 낫고, 3탄이 젤 별로임 -_- 빌런도 장첸이 젤 낫고, 그다음 강해상이 잘했다. 3탄 빌런은 하나도 안 무서움 ㅡㅡ",6,6,1
2023-07-22 20:33,솔직히 이제 좀 슬슬 물린다. 너무 비슷한 패턴임,7,4,1
2023-07-21 0:02,장이수 비중이 높을수록 흥행함,4,1,1
2023-07-20 23:45,펀치에 너무 붕붕 날라다니는 것을 남발한 것만 아쉽고 개그코드나 액션은 재미있었다.,0,6,1
2023-07-19 1:13,스토리 구조는 나쁘지 않았는데 너무 루즈했다. 유머코드도 예전만 못하고. 좀 별로란 소리 나올만하네... 2편은 1편 만못해도 좀 리얼한 액션 맛이 있었는데 이건 좀 그냥 3류만화 짜집기 한 기분... 4편엔 감독 기용을 잘하길 바람... 다시 인기 누릴순 있을거 같음... 애초에 장르가 앵간해선 평타 쳐줄 마동석 장르니...,4,5,1
2023-07-18 10:26,솔직히 초반에 주성철이 본직업이 뭔지 제대로 나오지도 않은 상태에서 중간에 뜬금없이 그게 나타난 시나리오도 별로였고 리키의 포스는 별로였다.,4,6,1
2023-07-18 10:08,솔직히 3편은 중간중간 유머코드 제외하고는 별로 재미가 없었다 액션신이라도 시원했으면 모르는데 마동석 외에 나머지 액션신이 좀 아쉬운 느낌이 있다.,7,4,1
2023-07-16 17:26,초딩 대상 영화 같은데 천만이라 ㅋㅋㅋㅋㅋ,9,9,1
2023-07-16 15:46,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ재밌다 4탄도 기대,5,6,1
2023-07-15 22:24,너무 별로.. ..플래쉬가 낫습니다..,4,6,1
2023-07-15 21:53,네이버영화는 왜 모두다 립씽크가 안맞죠?소리가 입보다 빨라요~,3,2,0
2023-07-15 15:24,재미없네요. 실망입니다.,6,5,1
2023-07-15 2:04,마동석 너무해,3,1,1
2023-07-15 0:59,노잼.. 초심을 잃은 듯.,7,4,1
2023-07-15 0:05,머 이렇게 끊겨요........,2,1,0
2023-07-14 2:24,음.. 나쁜놈 때려잡는 맛으로 보는 영화이긴 하지만.. 확실히 전편들 보다는 아쉬운건 어쩔수 없네요. 범죄도시라는 이름과 마동석이라는 배우덕에 천만관객 달성한 느낌...,7,3,1
2023-07-14 1:05,사운드가 스테레오가 아니군요.....이거 왜 이런겁니까 ?,3,1,0
2023-07-12 23:26,"1,2보단 별루엿음,,,,",4,1,1
2023-07-12 14:15,"계속 끊겨서 보기가 힘드네요 스트리밍이고 다 집어치우고 다운로드로 다시 돌려놔요 짜증나고 성질남,,,,, 1,2편을 다봤지만 많이 아쉽고 재미없네요 천만이라 ㅡㅡ, ㅉㅉ",4,4,1
2023-07-12 0:02,"진짜 개꿀잼 2에서 엄청 실망했는데, 그 단점을 잘 보완해서 나와서 너무 재미있게 잘 봤습니다. 시리즈가 8편까지 제작 예정이라는데 잘 진행돼서 세계영화사에 남기를 바랍니다.",1,4,1
2023-07-11 23:59,"난 3으로 처음 본건데 개재밌었음.. 물론 나중에 본 2가 역대급이긴 했는데 (1은 조직물 느낌 너무 심해서 호불호갈린다고봄) 3도 1,2를 모르고 봤으면 평가가 더 좋았을거같다고 생각함",1,4,1
2023-07-10 22:12,마형 유행어 너 갈비뼈 뿔어졌냐. 난 온몸이 아파잉,1,3,1
2023-07-10 21:11,"뭔가.. 살짝 아쉽다.. 악역이 1편이나 2편처럼 살벌한 느낌이 덜 한 느낌? 그러나 통쾌한 맛으로 보는 것이니~~ 악당들을 무찌르는 통쾌함은 1,2편보다 좀 더 쌔다",3,2,1
2023-07-10 8:20,컴퓨터 다운로드 서비스 이제 안된다고 하네요.대신 스트리밍 기간이 5년에서 제한 없음으로 변경됨. 모바일 기기는 다운로드 가능,4,1,0
2023-07-10 5:48,조센진들 영화보는 수준 꼬라지가 니미...이게 천만...,0,0,1
2023-07-09 19:15,1편과 2편을 물먹이는 3편.앞선 두 작품으로 기대하는 범죄도시만의 어떤 것도 느낄 수 없었습니다. 이야기 전개도 몰입도가 너무 떨어지고 특히 악역을 맡은 캐릭터들은 그 어떤 매력도 느낄 수 없었습니다. 너무 아쉽네요. 범죄도시라는 이름을 빼고 개봉했으면 많은 사람들의 선택을 받을 수 있었을지 의문. 가서 보려했다가 극장가서 안 본게 정말 다행이네요ㅠ 제 기대가 컸던것일까요? 1편 2편의 애정이 있기에 3편은 번외작품으로 생각하고 싶어요.,6,4,1
2023-07-09 15:08,"중,필,일다음은 어디?!",3,0,1
2023-07-09 13:12,결제 했는데 어떻게 다운받는거요?,2,1,0
2023-07-09 13:01,맨날늦어 너무 단순하다,2,0,1
2023-07-09 2:00,이게 천만이라고??????,7,3,1
2023-07-09 0:22,다운로드 가능이라고 적혀있는데 구매했는데 다운로드가 안됨 뭐밍?,5,1,0
2023-07-08 23:38,일본인 역활하는 분이이 한국어 할때 알아듣기 어려운데 자막도 제공안해주고 네이버 시리즈는 정말 멀었네요,2,1,1
2023-07-08 22:41,화질이 원래 이렇게 나쁜거에요? 1080p인데?,3,0,0
2023-07-08 21:34,원래 이렇게 끊겨요?,2,1,0
2023-07-08 20:51,폭력적인 부분을 코미디와 절묘하게 섞어서 ~~불편하지 않게 너무 재미있게 봤어요^^,1,4,1
2023-07-08 20:42,다운로드 왜 안됨???,2,3,0
2023-07-08 18:40,"아~~ 기대보다는 많이 아쉽다는 반응을 이해하겠네요^^ 그러나, 이번을 계기로 4편을 기대해 보겠습니다^^잘봤습니다.",2,0,1
2023-07-08 18:34,형보다 나은 아우 없다더니 셋째까지 오니 그 재주가 맏이 보다 확연이 떨어진 느낌.이런게 천만이라니 믿기지가 않는다. 솔직히 이번 극장가에서 스파이더맨 어크로스 유니버스에 비하면 1/10정도의 재미와 신선함이었음. 그나저나 다운로드 안된다고 징징거리는 인간들은 뭐냐. 다운로드 안된다고 정책 바뀌었다잖아. 조낸 징징거리네,7,6,1
2023-07-08 16:56,다운이안돼요,4,3,0
2023-07-08 13:50,"뭔가 전체적으로 전작들에 비해 많이 가벼운 느낌이네요. 좀 정신없는 부분도 있고, 연기도 몇몇 배우들 빼고는 좀 들뜬 느낌도 있고. 극장에서 봤다면 좀 괜찮았을까요?",4,0,1
2023-07-08 13:29,다운로드 안되고 바로 재생만 되는건가요,3,1,0
2023-07-08 13:28,다운로드가 안되네요.,3,1,0
2023-07-08 11:15,드디어 풀렸다엉엉ㅠㅠㅠㅠ,1,2,0
2023-07-08 2:42,싱크 너무 안맞는거 아닌가요....................................................................딥빡이네,2,0,0
2023-07-08 1:04,소장용으로 비용 지불하고 다운 받으려고 하는데 다운이 안 되네요. 스트리밍만 됩니다. 무슨 상황이지???,3,1,0
2023-07-08 0:47,만들지말았어야...,3,2,1
2023-07-08 0:04,없는 페이지? 장난하나요 ㅋㅋㅋㅋㅋㅋㅋ,2,0,0
2023-07-07 23:07,없는 페이지??,2,0,0
2023-07-07 22:08,돈받고 팔면서 누누보다 서버랙 심한건 뭐하는 짓이냐ㅋ,2,1,0
2023-07-07 21:46,없는 페이지라고 나오네..,3,0,0
2023-07-07 21:32,"구매했는데, 다운로드 버튼이 어딨누? 재생버튼만보이는데",3,1,0
2023-07-07 21:08,다운로드 다시 해주세요!!!버퍼링 넘 심해서 못보겠어요ㅜㅠ,2,0,0
